Region,Crop,Date,Rainfall_mm,Temperature_C,Soil_moisture_pct,NDVI,LST_C,Yield_kg_ha,Area_cultivated_ha,Market_price_Birr_kg,Supply_tons,Demand_index,Season
SNNPR,Coffee,2024-03-24,90.7,15.8,30.3,0.821,32.7,100.0,75.75,43.49,3382.1,1.16,Belg
Amhara,Coffee,2021-06-23,94.9,25.5,21.9,0.857,23.3,2678.6,89.44,94.16,3274.7,1.94,Meher
Oromia,Teff,2017-05-12,176.2,29.7,23.6,0.407,35.1,2894.0,63.17,13.49,1176.1,0.51,Belg
Tigray,Teff,2022-08-28,179.4,34.7,10.2,0.881,20.3,2281.5,43.13,93.87,1238.4,1.62,Meher
Gambella,Maize,2015-07-14,60.4,28.4,34.9,0.714,33.6,2537.4,4.69,76.28,2840.6,0.82,Meher
Amhara,Coffee,2015-04-23,95.7,26.6,13.5,0.489,34.4,2715.3,50.85,67.85,2977.4,1.33,Belg
SNNPR,Coffee,2022-06-07,327.2,25.6,47.1,0.119,31.5,1937.9,43.72,74.44,1730.6,1.72,Meher
Oromia,Sorghum,2024-02-14,57.5,23.1,26.6,0.823,27.7,1589.0,85.0,94.69,1917.0,0.76,Bega
Oromia,Barley,2015-12-02,89.9,25.7,14.3,0.435,24.3,3291.3,16.3,81.12,1067.6,1.17,Bega
Gambella,Barley,2018-01-31,170.0,26.8,47.1,0.293,40.6,2931.0,87.45,35.39,4045.0,1.2,Bega
Benishangul-Gumuz,Coffee,2020-08-02,107.4,33.3,34.0,0.662,31.8,2846.3,19.07,27.04,1461.0,0.97,Meher
Oromia,Sesame,2019-01-14,85.2,25.6,42.3,0.313,40.3,3834.9,37.89,75.68,1749.9,0.99,Bega
Tigray,Maize,2024-03-02,113.3,24.9,28.5,0.425,28.2,3383.5,17.58,73.82,206.8,0.87,Belg
SNNPR,Sesame,2018-01-06,125.6,23.2,28.1,0.72,25.0,1829.7,4.47,48.01,3280.8,1.37,Bega
Oromia,Maize,2023-06-07,59.0,27.3,31.9,0.423,33.0,2520.8,94.7,26.66,2516.8,1.92,Meher
Gambella,Sesame,2019-04-14,98.8,27.5,32.9,0.582,19.8,2218.6,8.85,42.9,2034.0,1.52,Belg
Amhara,Maize,2020-05-18,53.5,23.9,32.7,0.556,33.6,2098.2,42.09,70.59,4981.9,1.36,Belg
Amhara,Wheat,2019-01-19,199.2,14.0,42.9,0.229,30.4,3488.6,47.98,91.25,257.8,1.15,Bega
Oromia,Wheat,2021-08-19,81.9,17.0,37.2,0.686,27.4,1941.1,16.97,37.49,2130.2,1.81,Meher
SNNPR,Sesame,2019-06-30,1.3,32.0,45.0,0.464,19.3,2538.1,74.07,40.04,2391.0,1.01,Meher
Somali,Barley,2024-01-29,90.5,22.9,48.0,0.508,37.6,2524.5,33.6,34.43,3348.7,1.41,Bega
Somali,Sorghum,2017-09-10,292.7,26.5,30.1,0.415,50.4,2564.6,98.49,89.36,4475.5,1.11,Meher
Oromia,Sorghum,2017-03-12,188.3,27.8,24.4,0.679,27.5,2514.2,5.5,14.25,3134.8,0.88,Belg
Somali,Teff,2023-06-11,64.0,21.2,30.8,0.66,25.6,1996.0,27.88,32.45,2935.7,1.11,Meher
Amhara,Maize,2016-12-15,40.7,26.1,35.7,0.856,23.4,2093.6,15.68,69.34,2962.5,1.73,Bega
SNNPR,Teff,2022-07-12,164.4,20.4,14.0,0.763,33.6,2540.1,96.14,16.86,1791.7,1.57,Meher
SNNPR,Sorghum,2018-10-25,85.5,24.5,31.3,0.319,35.1,3410.9,54.35,28.51,480.6,1.12,Meher
Somali,Maize,2018-11-12,98.9,22.2,28.0,0.272,21.1,1550.5,88.08,73.1,2285.5,0.75,Bega
SNNPR,Sesame,2020-07-28,134.8,26.2,42.6,0.709,25.1,2177.4,89.71,72.57,4042.6,0.79,Meher
Benishangul-Gumuz,Barley,2024-10-18,53.3,28.3,14.0,0.488,29.8,3020.5,23.44,76.86,2645.5,1.93,Meher
Oromia,Sesame,2020-11-21,241.4,21.5,38.9,0.813,32.4,4070.4,35.32,53.75,4563.9,1.66,Bega
Somali,Sorghum,2024-09-18,11.0,16.3,31.4,0.343,44.3,3404.5,39.08,78.65,4362.1,1.05,Meher
Somali,Wheat,2017-05-01,55.8,32.9,48.0,0.539,40.5,2346.0,8.81,52.77,2888.6,1.32,Belg
Benishangul-Gumuz,Barley,2023-11-21,175.6,30.1,33.8,0.749,26.6,3604.5,80.29,98.71,4038.3,0.78,Bega
Gambella,Sorghum,2024-01-26,168.6,37.2,35.5,0.299,27.9,1233.0,45.16,87.9,1665.3,0.51,Bega
Oromia,Teff,2017-04-28,20.0,24.2,17.3,0.873,30.8,2779.6,16.42,20.28,1473.1,0.84,Belg
Tigray,Coffee,2022-02-14,302.0,27.9,12.6,0.357,35.1,2412.1,22.53,19.89,873.5,1.06,Bega
Benishangul-Gumuz,Teff,2023-01-01,44.5,23.7,23.8,0.203,27.6,2742.9,75.09,60.04,4860.7,1.52,Bega
Benishangul-Gumuz,Sesame,2016-07-03,74.2,29.6,38.8,0.434,21.7,3223.2,66.29,94.6,2516.5,1.96,Meher
Gambella,Teff,2016-01-27,107.8,15.0,18.2,0.151,25.5,3027.6,49.65,59.47,1963.3,0.58,Bega
Tigray,Barley,2019-10-26,195.0,25.2,14.0,0.377,20.6,2924.9,74.39,26.64,133.0,0.51,Meher
SNNPR,Wheat,2022-08-17,98.0,28.5,28.9,0.149,34.1,2594.8,54.45,70.31,2219.0,1.1,Meher
Somali,Sorghum,2018-08-21,23.9,24.3,36.4,0.426,21.5,3232.7,58.32,40.85,1667.2,1.73,Meher
Tigray,Sorghum,2021-04-16,98.3,25.5,40.0,0.368,36.0,1770.3,45.2,35.41,1981.6,1.45,Belg
Amhara,Maize,2021-08-09,160.5,28.8,39.9,0.35,36.7,2305.1,54.71,35.63,4196.2,0.58,Meher
Gambella,Coffee,2019-07-23,139.2,28.1,34.6,0.309,29.0,3327.6,44.35,87.84,328.9,1.12,Meher
Tigray,Coffee,2016-05-05,46.8,33.9,30.4,0.648,29.8,2932.9,72.57,80.38,4597.6,1.43,Belg
Oromia,Sorghum,2021-04-22,464.1,26.0,31.5,0.821,18.5,2378.7,2.81,45.36,4655.3,1.09,Belg
Benishangul-Gumuz,Barley,2022-12-09,116.2,28.2,36.9,0.312,35.0,1555.0,25.03,33.4,4197.9,0.58,Bega
Benishangul-Gumuz,Coffee,2016-03-12,229.2,28.6,32.9,0.538,30.8,2390.6,58.77,45.72,1647.5,1.23,Belg
Benishangul-Gumuz,Barley,2017-07-17,64.6,21.4,39.3,0.78,30.4,2150.5,12.58,58.36,1614.3,0.72,Meher
Gambella,Sorghum,2020-04-13,230.6,26.1,38.6,0.677,21.8,2282.1,11.02,92.3,2827.1,1.07,Belg
Amhara,Sorghum,2018-07-13,111.5,27.3,48.7,0.811,35.2,1937.3,90.97,79.91,4615.6,1.73,Meher
Somali,Sorghum,2023-06-15,184.4,14.6,38.9,0.417,28.0,1201.5,6.88,86.19,3202.8,0.53,Meher
Amhara,Coffee,2019-05-12,40.6,22.0,38.0,0.695,47.7,2134.8,86.46,79.28,2823.7,0.63,Belg
Benishangul-Gumuz,Teff,2016-01-20,53.3,24.6,35.8,0.75,19.1,1993.2,38.65,10.17,1441.8,1.59,Bega
SNNPR,Sorghum,2022-10-25,73.0,16.6,39.2,0.342,30.5,1877.0,39.31,65.65,4432.4,1.61,Meher
Benishangul-Gumuz,Teff,2019-02-20,88.5,29.2,46.5,0.389,27.5,1213.9,8.88,77.41,197.6,1.22,Bega
Amhara,Coffee,2022-07-06,75.4,31.5,12.4,0.358,40.1,1626.4,79.33,69.94,2537.5,1.63,Meher
Tigray,Barley,2021-10-29,118.8,29.2,36.2,0.707,31.1,3449.9,29.82,61.17,487.6,1.34,Meher
Benishangul-Gumuz,Barley,2017-06-16,318.8,30.4,19.2,0.761,28.6,2427.1,98.01,15.56,3745.5,1.34,Meher
Amhara,Sesame,2024-05-28,136.9,30.3,43.7,0.337,34.1,2002.9,70.51,87.82,2082.2,1.62,Belg
Amhara,Wheat,2015-12-31,130.5,29.3,34.8,0.309,32.1,3009.8,62.21,36.86,1896.4,0.76,Bega
Tigray,Barley,2022-09-18,73.5,22.8,39.5,0.37,39.9,878.6,0.63,53.54,350.1,1.2,Meher
Somali,Coffee,2015-05-16,92.7,31.7,27.0,0.229,28.1,1741.5,59.13,90.78,960.3,1.38,Belg
SNNPR,Teff,2023-06-27,298.1,26.7,14.0,0.201,24.5,1699.6,75.91,59.21,1420.7,1.08,Meher
Oromia,Barley,2024-11-26,14.0,26.8,23.9,0.681,19.8,1897.6,33.29,37.52,4751.1,1.28,Bega
Gambella,Sorghum,2016-07-07,94.0,21.7,30.7,0.343,26.1,1577.1,11.5,82.66,4740.2,1.88,Meher
Amhara,Wheat,2020-09-26,79.7,24.8,46.1,0.553,32.4,3464.0,4.78,91.24,1272.4,1.49,Meher
Tigray,Sesame,2021-11-19,102.9,16.0,25.0,0.513,31.8,3254.5,67.77,56.97,3441.4,1.76,Bega
Somali,Wheat,2023-01-28,31.7,28.7,41.2,0.883,27.4,2502.5,42.76,89.9,4147.7,1.85,Bega
Oromia,Sorghum,2019-06-10,175.5,26.3,27.4,0.48,38.0,2285.4,32.2,26.73,1243.6,1.26,Meher
Amhara,Teff,2015-04-28,212.7,32.1,34.2,0.493,23.3,2376.2,73.4,46.49,2581.3,1.97,Belg
Somali,Teff,2022-07-16,59.9,17.3,18.5,0.633,44.3,2858.9,2.68,51.29,1903.8,1.73,Meher
Tigray,Coffee,2018-07-06,24.7,21.2,47.8,0.747,23.6,2916.5,67.15,67.54,3970.1,1.42,Meher
Benishangul-Gumuz,Sorghum,2022-08-31,176.2,17.1,42.9,0.337,30.1,2537.3,86.43,49.24,4176.7,1.75,Meher
Benishangul-Gumuz,Coffee,2017-03-21,165.8,27.3,41.4,0.266,36.2,917.8,84.42,43.82,2695.9,1.16,Belg
SNNPR,Teff,2020-11-02,48.7,26.2,43.6,0.796,25.1,1990.8,30.97,17.51,1154.5,1.05,Bega
Amhara,Barley,2021-05-02,263.4,24.3,31.8,0.678,34.2,1833.3,67.52,68.96,3386.8,0.71,Belg
Somali,Sesame,2020-11-13,135.4,21.9,36.5,0.152,26.3,1217.7,43.9,24.92,4776.5,1.04,Bega
Amhara,Barley,2017-08-15,148.8,26.9,29.5,0.483,19.8,1763.9,94.45,66.48,3109.9,1.17,Meher
SNNPR,Barley,2020-03-22,53.3,34.4,28.2,0.794,23.4,1711.3,99.93,70.65,2971.7,0.95,Belg
Gambella,Teff,2018-06-17,6.6,29.6,40.0,0.87,26.8,3298.9,34.03,75.23,3282.0,0.6,Meher
Gambella,Wheat,2018-11-26,138.9,28.6,27.5,0.61,25.8,2054.8,12.76,25.11,2838.4,1.85,Bega
Amhara,Coffee,2022-08-06,40.0,31.6,28.6,0.533,31.4,3083.8,17.94,13.47,4735.3,1.62,Meher
SNNPR,Barley,2021-02-27,100.5,23.7,32.6,0.232,21.6,2125.1,99.74,68.95,2231.7,1.09,Bega
Oromia,Teff,2016-04-25,97.4,14.9,40.8,0.749,35.3,2773.6,81.36,17.22,4734.0,1.1,Belg
Benishangul-Gumuz,Sorghum,2015-10-27,43.8,33.4,48.3,0.669,29.0,1193.8,41.45,92.33,3109.2,0.86,Meher
Amhara,Sorghum,2019-06-12,57.3,27.3,28.0,0.741,34.5,3703.1,80.57,72.24,1190.7,1.0,Meher
Tigray,Maize,2019-08-22,49.4,35.5,34.6,0.16,39.4,2847.1,6.43,58.17,812.2,1.55,Meher
SNNPR,Barley,2018-11-14,10.3,33.8,14.6,0.808,24.1,2137.1,14.36,59.12,3113.9,1.1,Bega
Oromia,Maize,2020-10-11,45.1,23.6,41.8,0.126,31.4,2767.9,38.8,48.21,3139.1,1.87,Meher
Gambella,Teff,2015-06-03,48.0,27.0,15.3,0.505,29.8,2600.0,66.62,48.18,1443.0,1.02,Meher
Oromia,Sorghum,2016-06-30,44.3,23.5,46.6,0.622,34.1,2458.8,21.03,84.36,2940.2,1.8,Meher
Oromia,Barley,2024-11-26,206.7,26.6,28.8,0.734,30.7,3436.4,70.18,41.05,3820.4,1.04,Bega
Gambella,Sorghum,2019-10-19,34.4,24.3,44.5,0.4,30.2,2301.7,48.6,15.97,3269.2,1.2,Meher
Gambella,Sesame,2016-08-04,115.7,20.9,19.1,0.142,42.8,3234.3,32.12,83.01,2710.9,1.65,Meher
Oromia,Coffee,2020-12-13,41.5,27.2,15.6,0.503,33.4,3086.3,49.09,77.11,480.6,0.76,Bega
SNNPR,Barley,2023-08-18,192.2,37.3,12.1,0.37,35.1,3469.2,7.61,89.47,2693.2,1.2,Meher
SNNPR,Sorghum,2024-12-03,67.6,24.2,31.4,0.82,24.0,3265.0,72.93,85.8,1056.7,0.84,Bega
Oromia,Sorghum,2017-04-04,16.8,29.0,46.0,0.792,39.4,1678.9,63.15,27.18,2579.9,1.29,Belg
Oromia,Maize,2020-07-25,16.8,25.4,12.5,0.497,31.6,3537.0,67.9,15.81,1479.3,1.62,Meher
Amhara,Sesame,2023-11-07,135.3,18.0,48.0,0.492,27.2,2423.0,59.73,63.54,4634.5,1.78,Bega
Oromia,Barley,2015-10-12,92.2,16.4,46.7,0.484,34.9,1372.5,11.29,14.14,2384.1,1.39,Meher
Tigray,Wheat,2018-06-05,135.0,18.0,43.7,0.402,29.0,4322.5,25.21,23.28,4460.5,0.99,Meher
Gambella,Maize,2022-06-24,272.3,22.3,25.4,0.472,25.6,3407.0,70.62,92.02,1326.0,1.77,Meher
Oromia,Coffee,2017-09-11,54.7,21.9,48.1,0.502,31.0,2730.2,74.05,55.8,1145.5,0.54,Meher
Gambella,Coffee,2018-11-02,159.9,21.0,20.7,0.526,27.0,2458.4,97.18,93.17,4332.5,1.29,Bega
Amhara,Teff,2018-09-21,81.2,24.3,41.9,0.599,37.8,3299.9,89.8,28.57,4940.0,1.91,Meher
Amhara,Maize,2020-08-23,54.6,27.9,17.7,0.866,39.0,2296.5,96.24,13.92,1567.2,0.98,Meher
Amhara,Sorghum,2019-10-04,119.7,26.6,12.3,0.382,32.1,1139.5,22.5,27.32,3954.3,0.92,Meher
SNNPR,Teff,2019-12-09,180.7,14.9,40.6,0.166,25.4,3635.0,13.98,90.09,1341.1,1.25,Bega
Gambella,Sorghum,2024-12-14,85.9,29.1,23.2,0.717,39.0,2671.7,48.24,74.56,4533.4,1.47,Bega
Amhara,Sesame,2019-12-17,71.8,25.0,13.0,0.659,32.0,2576.4,28.81,76.74,826.6,0.97,Bega
Somali,Sorghum,2019-06-18,53.7,32.1,40.0,0.278,36.2,3195.5,61.19,56.75,2819.0,1.07,Meher
Somali,Barley,2022-08-02,35.6,31.3,32.8,0.867,22.9,3049.7,68.1,52.64,2435.4,0.78,Meher
Benishangul-Gumuz,Sorghum,2015-04-20,65.1,27.3,43.9,0.291,26.4,2526.2,58.56,60.35,2947.2,1.07,Belg
Oromia,Teff,2016-10-16,32.1,30.6,15.4,0.558,35.3,2872.6,15.51,53.68,1133.2,0.86,Meher
Benishangul-Gumuz,Wheat,2020-01-15,2.1,22.6,15.4,0.213,29.8,2345.4,8.98,81.32,279.9,0.81,Bega
Tigray,Sorghum,2021-07-10,21.9,21.9,32.2,0.347,26.8,3752.7,90.96,95.28,1872.2,1.59,Meher
Somali,Coffee,2020-04-01,17.2,22.6,39.2,0.774,33.3,1493.2,6.13,27.1,3584.0,1.01,Belg
Gambella,Maize,2019-07-01,35.1,20.5,19.1,0.477,19.9,3012.4,76.58,78.87,50.5,1.26,Meher
Somali,Sorghum,2016-07-20,169.2,20.7,26.4,0.401,22.9,1619.7,53.78,76.63,750.8,1.77,Meher
SNNPR,Sorghum,2020-09-30,54.7,18.8,49.6,0.232,34.5,1493.8,29.33,97.08,529.8,1.56,Meher
Tigray,Sesame,2019-08-06,29.4,19.8,17.6,0.767,44.3,2630.9,74.58,58.75,3653.9,1.27,Meher
Tigray,Coffee,2017-06-11,51.4,24.3,32.8,0.121,27.1,3110.8,7.42,19.25,3055.2,0.97,Meher
Benishangul-Gumuz,Wheat,2015-01-19,83.1,14.7,39.5,0.806,26.7,2778.8,88.3,32.55,2721.2,1.2,Bega
Somali,Sorghum,2021-07-12,64.4,22.8,30.2,0.76,24.5,3334.1,35.81,84.64,3036.3,1.22,Meher
Benishangul-Gumuz,Sorghum,2022-02-24,52.2,26.5,44.8,0.809,33.1,3211.7,54.96,40.03,811.4,1.01,Bega
Amhara,Maize,2020-08-05,206.0,26.2,27.4,0.13,26.2,3115.0,54.72,85.65,1400.8,1.12,Meher
Gambella,Teff,2021-08-19,45.2,26.6,12.7,0.681,33.2,2369.5,4.19,41.97,1923.0,1.1,Meher
Gambella,Maize,2018-11-12,192.7,20.9,11.8,0.182,36.8,1880.3,73.83,41.3,2321.9,1.53,Bega
Amhara,Sesame,2020-04-16,147.2,20.2,46.8,0.812,42.2,3204.4,17.04,62.82,356.7,1.45,Belg
SNNPR,Maize,2021-02-11,146.1,16.3,10.9,0.281,27.3,1969.9,3.06,67.86,1981.2,1.41,Bega
Oromia,Coffee,2016-01-22,71.5,22.8,45.6,0.393,29.8,2408.6,6.36,39.6,832.8,0.78,Bega
SNNPR,Teff,2022-03-08,70.1,27.8,48.4,0.799,28.9,1738.0,89.54,77.52,1132.4,1.95,Belg
Oromia,Barley,2023-09-26,102.4,21.3,15.3,0.797,30.1,2013.2,21.66,86.49,3383.8,1.51,Meher
Benishangul-Gumuz,Maize,2016-01-27,159.6,26.8,14.5,0.636,33.0,908.9,71.78,84.06,1342.0,1.32,Bega
Oromia,Sorghum,2015-02-10,100.9,25.0,15.2,0.474,35.0,3868.2,64.81,63.21,2092.7,0.69,Bega
Amhara,Sorghum,2018-09-22,78.6,27.9,20.2,0.78,32.8,3290.8,2.45,55.87,314.6,1.64,Meher
Oromia,Barley,2022-07-08,239.3,32.2,12.5,0.462,12.9,2877.7,29.06,88.9,2129.1,0.64,Meher
Amhara,Barley,2018-11-07,73.8,32.1,23.7,0.547,26.1,2487.4,41.33,45.24,270.9,1.08,Bega
Amhara,Barley,2019-10-10,152.3,32.4,36.5,0.609,32.1,3500.6,22.47,57.81,2414.8,0.63,Meher
Amhara,Maize,2020-10-04,116.1,25.5,45.2,0.897,27.9,1329.1,84.97,79.69,117.4,0.68,Meher
Somali,Wheat,2022-11-14,80.3,31.3,10.8,0.175,37.7,1852.3,45.83,77.67,1210.9,1.78,Bega
SNNPR,Wheat,2020-02-17,34.7,25.4,22.7,0.468,28.1,2809.0,90.42,39.14,4659.4,1.87,Bega
Somali,Sorghum,2016-07-07,53.3,25.9,18.2,0.745,50.0,2245.6,76.54,31.86,1494.9,0.73,Meher
SNNPR,Sorghum,2023-02-19,84.7,24.3,15.1,0.754,30.5,4216.9,39.09,56.28,324.8,1.61,Bega
Gambella,Coffee,2016-07-18,109.6,26.7,24.4,0.137,30.2,1763.7,43.76,79.57,901.2,1.37,Meher
Benishangul-Gumuz,Sesame,2016-06-19,123.5,25.5,29.0,0.815,19.1,3364.6,7.29,35.84,566.5,1.42,Meher
Oromia,Sorghum,2017-10-21,129.0,18.0,33.9,0.713,36.4,3010.1,70.16,60.02,3614.0,1.14,Meher
SNNPR,Sesame,2015-07-27,166.8,23.5,20.1,0.698,25.5,3714.1,10.9,72.89,3299.3,0.87,Meher
Somali,Barley,2024-11-27,46.4,26.6,46.5,0.714,33.8,3709.7,73.15,88.21,1386.7,1.46,Bega
Amhara,Teff,2020-07-29,16.2,30.6,47.9,0.211,43.8,2145.4,13.6,19.24,3128.3,1.88,Meher
Tigray,Coffee,2017-12-27,45.0,33.6,29.0,0.3,17.7,2382.3,43.1,46.48,1123.7,1.23,Bega
Benishangul-Gumuz,Maize,2019-01-13,137.8,27.8,37.2,0.207,28.5,2825.1,83.76,15.52,2720.9,1.47,Bega
SNNPR,Barley,2021-11-04,63.8,24.4,26.2,0.677,25.2,4634.4,65.85,99.72,1927.6,1.89,Bega
Tigray,Teff,2021-10-19,250.3,18.5,13.7,0.832,30.9,2700.6,81.53,76.0,1912.1,0.93,Meher
Oromia,Maize,2024-05-24,28.8,23.6,27.8,0.643,24.3,2006.2,1.73,94.16,3787.2,1.07,Belg
Benishangul-Gumuz,Sesame,2024-04-28,36.5,20.9,22.5,0.731,24.2,2389.7,76.66,27.58,2740.0,1.33,Belg
Somali,Sesame,2024-07-22,71.8,25.5,46.6,0.271,14.7,1946.8,41.15,42.02,1201.8,1.53,Meher
Somali,Teff,2021-04-06,129.4,20.3,10.2,0.184,29.3,3376.0,18.47,66.72,2315.1,1.94,Belg
Gambella,Wheat,2024-06-14,15.4,32.0,33.2,0.362,19.9,2851.7,37.41,40.41,1228.5,1.01,Meher
SNNPR,Coffee,2023-06-16,107.3,26.6,15.8,0.183,33.8,2821.3,26.77,32.28,2995.8,1.24,Meher
Benishangul-Gumuz,Barley,2024-09-15,239.5,27.9,22.3,0.477,19.4,3024.1,67.69,78.73,2054.6,1.61,Meher
Amhara,Maize,2023-10-24,123.1,25.2,21.9,0.547,34.5,2014.2,97.14,33.05,4719.9,1.09,Meher
Amhara,Maize,2020-07-28,38.5,28.4,24.4,0.433,26.8,1721.9,42.37,23.97,4364.5,1.78,Meher
Tigray,Sorghum,2017-11-04,35.8,27.0,44.9,0.745,39.5,2139.1,29.63,42.12,3146.0,1.93,Bega
Amhara,Teff,2022-04-10,17.6,27.9,17.9,0.265,28.4,3265.4,54.63,40.28,2499.0,0.86,Belg
Amhara,Teff,2021-12-19,160.8,30.1,23.8,0.877,27.5,2222.5,6.32,92.8,2696.3,1.04,Bega
Amhara,Maize,2023-01-28,71.0,19.8,45.4,0.749,18.7,1866.1,46.4,32.82,615.1,1.11,Bega
SNNPR,Barley,2016-05-03,29.7,25.5,46.1,0.666,26.7,2604.3,80.96,68.93,700.0,0.97,Belg
SNNPR,Sorghum,2019-08-06,15.4,21.0,16.4,0.761,27.5,3118.7,16.81,47.73,2132.0,1.96,Meher
Oromia,Barley,2016-02-20,87.0,30.0,30.3,0.516,32.2,3168.7,15.93,60.66,1702.4,1.65,Bega
Tigray,Wheat,2022-03-18,36.8,26.2,43.6,0.555,27.7,2483.9,38.24,31.17,4316.3,0.69,Belg
Tigray,Wheat,2024-05-25,16.5,28.0,39.2,0.347,36.0,3879.4,23.31,96.62,4624.5,1.89,Belg
Gambella,Teff,2019-05-01,68.6,20.7,44.3,0.397,25.0,1186.8,75.93,14.04,181.3,1.61,Belg
Somali,Wheat,2022-04-20,141.2,20.1,10.9,0.899,28.9,1785.5,58.06,31.78,3204.0,1.55,Belg
Tigray,Maize,2015-10-01,94.5,21.0,28.8,0.466,15.9,1367.7,98.13,31.17,117.5,1.35,Meher
Tigray,Sesame,2021-03-13,25.9,25.0,49.4,0.855,38.6,3315.3,43.02,78.0,3456.3,1.37,Belg
Amhara,Maize,2019-01-06,194.2,38.4,48.0,0.101,24.9,3222.8,20.49,70.5,1140.4,1.19,Bega
Gambella,Teff,2016-08-27,150.6,29.1,25.6,0.601,25.2,728.1,81.07,44.6,3323.2,1.16,Meher
Somali,Teff,2020-01-30,78.5,29.1,35.6,0.611,22.5,2646.6,90.74,64.79,714.1,1.72,Bega
Gambella,Maize,2019-07-17,45.2,34.1,35.2,0.52,27.4,4179.2,38.32,32.23,4407.4,1.06,Meher
Benishangul-Gumuz,Maize,2018-07-19,194.5,25.9,23.9,0.333,36.2,2755.5,42.58,52.77,4965.6,1.57,Meher
Amhara,Teff,2017-10-02,114.1,34.9,14.9,0.398,40.5,4080.2,6.31,38.48,4865.4,1.0,Meher
Benishangul-Gumuz,Sorghum,2016-01-12,67.5,29.0,16.2,0.45,35.5,2390.0,30.98,12.9,4226.9,1.9,Bega
SNNPR,Sesame,2016-07-23,50.9,18.6,19.1,0.297,23.8,1720.9,31.08,23.95,1994.9,0.76,Meher
Gambella,Teff,2018-03-14,12.8,29.4,35.3,0.556,28.2,2101.7,80.46,23.21,433.1,0.72,Belg
Oromia,Barley,2023-08-05,65.5,20.4,29.7,0.872,25.7,1987.3,24.37,84.02,1077.9,1.82,Meher
Oromia,Wheat,2021-12-16,77.3,22.8,29.6,0.452,36.2,2488.8,94.92,37.07,4932.6,1.86,Bega
SNNPR,Maize,2022-09-10,96.8,28.3,24.7,0.126,29.2,3810.7,57.04,34.3,4236.3,0.56,Meher
Benishangul-Gumuz,Barley,2022-12-18,112.0,29.7,39.4,0.452,36.1,2085.3,54.63,90.73,2825.2,1.2,Bega
Benishangul-Gumuz,Sorghum,2021-05-04,91.3,26.1,14.5,0.603,40.2,2592.8,3.35,78.76,4816.8,1.41,Belg
Oromia,Coffee,2019-09-19,95.7,28.8,15.4,0.226,27.3,3844.5,60.78,45.64,183.7,1.51,Meher
Amhara,Maize,2021-02-02,76.7,31.0,41.1,0.145,43.7,1878.6,45.9,17.02,490.3,1.05,Bega
Gambella,Maize,2024-06-30,229.7,20.9,38.5,0.728,25.7,2305.5,72.0,72.7,3321.1,1.93,Meher
Amhara,Coffee,2021-07-24,24.2,23.5,43.1,0.306,32.9,2467.3,21.39,25.5,1960.2,0.78,Meher
Amhara,Maize,2016-03-28,220.0,25.2,30.5,0.679,42.9,3034.1,32.78,19.13,4554.3,1.42,Belg
Benishangul-Gumuz,Sorghum,2023-07-22,74.7,25.4,12.8,0.429,25.5,2778.8,99.94,74.62,1523.0,1.11,Meher
Oromia,Maize,2019-03-16,234.7,25.9,20.8,0.221,29.2,2246.0,25.2,20.71,2234.7,1.42,Belg
Gambella,Coffee,2018-12-27,55.3,28.1,30.0,0.714,25.6,2719.4,37.6,74.77,3119.0,1.53,Bega
Tigray,Sesame,2022-05-18,94.7,21.9,26.6,0.812,28.7,2533.0,4.67,27.74,1904.9,0.88,Belg
Gambella,Maize,2023-12-12,68.3,32.4,30.3,0.549,22.8,2432.4,10.95,72.43,115.5,0.53,Bega
Somali,Barley,2023-06-07,12.0,25.1,38.3,0.775,8.5,2177.1,60.5,38.6,872.2,1.34,Meher
Gambella,Sorghum,2022-06-17,186.5,22.3,39.1,0.332,29.8,3315.8,95.03,96.71,4663.7,0.52,Meher
Somali,Sorghum,2020-01-25,53.0,22.4,11.7,0.107,18.4,1868.9,48.87,65.42,4504.4,0.8,Bega
Tigray,Coffee,2022-02-10,26.8,28.9,22.7,0.166,33.3,2484.4,48.47,34.2,1649.8,1.23,Bega
SNNPR,Sesame,2024-05-11,37.9,29.8,47.6,0.468,40.6,3672.2,26.59,43.61,4234.9,1.17,Belg
Oromia,Wheat,2023-08-01,95.5,20.7,25.1,0.503,49.9,2595.1,85.26,63.49,4360.9,0.54,Meher
Somali,Sesame,2023-01-25,5.9,22.6,14.5,0.111,37.8,2646.2,57.68,15.91,848.1,1.83,Bega
SNNPR,Sorghum,2016-08-07,38.4,26.4,40.3,0.423,32.8,2536.0,84.13,69.68,3842.0,1.29,Meher
Amhara,Coffee,2023-12-11,68.2,18.8,20.4,0.341,44.2,2314.4,53.61,21.04,3016.8,0.59,Bega
Gambella,Sesame,2018-01-20,335.1,27.9,14.6,0.136,16.4,2686.4,63.97,38.29,4211.0,1.91,Bega
Tigray,Barley,2017-03-21,58.7,27.0,22.4,0.21,22.0,2300.7,21.88,39.42,611.0,1.37,Belg
Gambella,Wheat,2022-05-27,33.3,14.5,48.5,0.611,25.9,2730.5,56.66,25.5,1671.5,0.79,Belg
Amhara,Wheat,2020-04-07,73.7,30.0,41.6,0.113,24.5,2999.9,72.17,53.99,1668.0,0.76,Belg
Somali,Maize,2018-09-13,123.5,30.8,44.3,0.599,37.8,2686.6,16.73,10.02,3762.2,1.69,Meher
Gambella,Sorghum,2018-06-16,201.7,25.9,46.1,0.773,32.1,4172.6,63.6,73.22,4527.6,1.52,Meher
